model,cntr,crop,component,dln
ipsl-cm6a-lr,FR,Durum wheat,gdd,0.000934847704622383
ec-earth3,HU,Durum wheat,gdd,0.00289814384335565
ipsl-cm6a-lr,HU,Durum wheat,gdd,0.00264700407619906
ec-earth3,IT,Durum wheat,gdd,0.00245710512929786
ipsl-cm6a-lr,IT,Durum wheat,gdd,0.00153905617357083
ec-earth3,RO,Durum wheat,gdd,0.00251860081967396
ipsl-cm6a-lr,RO,Durum wheat,gdd,0.00216904318254151
ec-earth3,SK,Durum wheat,gdd,0.00370212747010365
ipsl-cm6a-lr,SK,Durum wheat,gdd,0.00172187688107311
ec-earth3,CZ,Spring barley,gdd,-0.000724195825422246
ipsl-cm6a-lr,CZ,Spring barley,gdd,-0.000925863773666842
ec-earth3,DE,Spring barley,gdd,-0.000525501265445332
ipsl-cm6a-lr,DE,Spring barley,gdd,-0.000491379145624528
ec-earth3,DK,Spring barley,gdd,-0.000296400160378124
ipsl-cm6a-lr,DK,Spring barley,gdd,0.000174797063624903
ec-earth3,EE,Spring barley,gdd,-0.000963291968230253
ipsl-cm6a-lr,EE,Spring barley,gdd,-0.000566973098354519
ec-earth3,ES,Spring barley,gdd,-0.000887662872477202
ipsl-cm6a-lr,ES,Spring barley,gdd,-0.00046236340243548
ec-earth3,FI,Spring barley,gdd,-0.000454454959667457
ipsl-cm6a-lr,FI,Spring barley,gdd,-0.000963163783157308
ec-earth3,FR,Spring barley,gdd,-0.00029802714975152
ipsl-cm6a-lr,FR,Spring barley,gdd,-0.000394933753612754
ec-earth3,HU,Spring barley,gdd,-0.000978351882534016
ipsl-cm6a-lr,HU,Spring barley,gdd,-0.000955748179796397
ec-earth3,LT,Spring barley,gdd,-0.000205916339558814
ipsl-cm6a-lr,LT,Spring barley,gdd,-0.000189874802321211
ec-earth3,LV,Spring barley,gdd,2.45666315767813e-05
ipsl-cm6a-lr,LV,Spring barley,gdd,-0.00018289553388108
ec-earth3,SE,Spring barley,gdd,-6.29246453357573e-05
ipsl-cm6a-lr,SE,Spring barley,gdd,-0.000421884688445086
ec-earth3,SK,Spring barley,gdd,-0.00117679115469834
ipsl-cm6a-lr,SK,Spring barley,gdd,-0.000725657999167561
ec-earth3,CZ,Winter barley,gdd,0.000234376330750813
ipsl-cm6a-lr,CZ,Winter barley,gdd,0.000245719192716405
ec-earth3,DE,Winter barley,gdd,0.00012361239856094
ipsl-cm6a-lr,DE,Winter barley,gdd,0.000116378513437896
ec-earth3,DK,Winter barley,gdd,0.000101971661847254
ipsl-cm6a-lr,DK,Winter barley,gdd,-1.11316644695775e-05
ec-earth3,EE,Winter barley,gdd,0.00024219452281625
ipsl-cm6a-lr,EE,Winter barley,gdd,0.000143002852397248
ec-earth3,EL,Winter barley,gdd,0.000167764077719756
ipsl-cm6a-lr,EL,Winter barley,gdd,0.000170323619284216
ec-earth3,ES,Winter barley,gdd,0.000216261220253591
ipsl-cm6a-lr,ES,Winter barley,gdd,8.61840083898556e-05
ec-earth3,FR,Winter barley,gdd,0.000111822087238167
ipsl-cm6a-lr,FR,Winter barley,gdd,0.000105961105072746
ec-earth3,HU,Winter barley,gdd,0.000270223170952261
ipsl-cm6a-lr,HU,Winter barley,gdd,0.000262501984566499
ec-earth3,IT,Winter barley,gdd,0.000240568477288223
ipsl-cm6a-lr,IT,Winter barley,gdd,0.000142534433923021
ec-earth3,LT,Winter barley,gdd,5.14744037479469e-05
ipsl-cm6a-lr,LT,Winter barley,gdd,5.47115998369359e-05
ec-earth3,LV,Winter barley,gdd,-1.39679703518899e-05
ipsl-cm6a-lr,LV,Winter barley,gdd,-2.84831498324361e-06
ec-earth3,SE,Winter barley,gdd,2.16758573590195e-05
ipsl-cm6a-lr,SE,Winter barley,gdd,0.000158353051203159
ec-earth3,SK,Winter barley,gdd,0.000279093446627536
ipsl-cm6a-lr,SK,Winter barley,gdd,0.000218088971575904
ec-earth3,CZ,Soft wheat,heat,-0.00876316407854535
ipsl-cm6a-lr,CZ,Soft wheat,heat,-0.0182006622088501
ec-earth3,DE,Soft wheat,heat,-0.00557794330047821
ipsl-cm6a-lr,DE,Soft wheat,heat,-0.01157951787421
ec-earth3,DK,Soft wheat,heat,-0.000546352090788024
ipsl-cm6a-lr,DK,Soft wheat,heat,-0.00113650171416576
ec-earth3,EE,Soft wheat,heat,-0.00347446153184336
ipsl-cm6a-lr,EE,Soft wheat,heat,-0.00974522272784789
ec-earth3,EL,Soft wheat,heat,-0.0456175018246576
ipsl-cm6a-lr,EL,Soft wheat,heat,-0.0423697914307243
ec-earth3,ES,Soft wheat,heat,-0.0194355578111322
ipsl-cm6a-lr,ES,Soft wheat,heat,-0.0142845116086413
ec-earth3,FI,Soft wheat,heat,-0.00263890255155019
ipsl-cm6a-lr,FI,Soft wheat,heat,-0.00769320212081889
ec-earth3,FR,Soft wheat,heat,-0.00633904483612965
ipsl-cm6a-lr,FR,Soft wheat,heat,-0.0105890572245174
ec-earth3,HU,Soft wheat,heat,-0.0438306190929981
ipsl-cm6a-lr,HU,Soft wheat,heat,-0.0393231488377573
ec-earth3,IT,Soft wheat,heat,-0.0417660431082276
ipsl-cm6a-lr,IT,Soft wheat,heat,-0.0251546781293841
ec-earth3,LT,Soft wheat,heat,-0.00453386935955061
ipsl-cm6a-lr,LT,Soft wheat,heat,-0.0147242707805625
ec-earth3,LV,Soft wheat,heat,-0.00414839721890282
ipsl-cm6a-lr,LV,Soft wheat,heat,-0.0122891040733129
ec-earth3,RO,Soft wheat,heat,-0.0429620487977198
ipsl-cm6a-lr,RO,Soft wheat,heat,-0.0513208614905484
ec-earth3,SE,Soft wheat,heat,-0.00148674331515507
ipsl-cm6a-lr,SE,Soft wheat,heat,-0.00508760564934069
ec-earth3,SK,Soft wheat,heat,-0.0232477597414735
ipsl-cm6a-lr,SK,Soft wheat,heat,-0.0269890364975523
ec-earth3,EL,Durum wheat,heat,0.0128002109209574
ipsl-cm6a-lr,EL,Durum wheat,heat,0.0117041631638416
ec-earth3,ES,Durum wheat,heat,0.00942379330403621
ipsl-cm6a-lr,ES,Durum wheat,heat,0.00649161898286741
ec-earth3,FR,Durum wheat,heat,0.00446883920211869
ipsl-cm6a-lr,FR,Durum wheat,heat,0.00372576752918203
ec-earth3,HU,Durum wheat,heat,0.0120276660136391
ipsl-cm6a-lr,HU,Durum wheat,heat,0.010320932085457
ec-earth3,IT,Durum wheat,heat,0.00943503789900429
ipsl-cm6a-lr,IT,Durum wheat,heat,0.00520535846199269
ec-earth3,RO,Durum wheat,heat,0.0104867328198633
ipsl-cm6a-lr,RO,Durum wheat,heat,0.0124988030371786
ec-earth3,SK,Durum wheat,heat,0.00672882788096601
ipsl-cm6a-lr,SK,Durum wheat,heat,0.00726803016657327
ec-earth3,CZ,Spring barley,heat,-0.0153578483294151
ipsl-cm6a-lr,CZ,Spring barley,heat,-0.0315149949040411
ec-earth3,DE,Spring barley,heat,-0.0108483370234162
ipsl-cm6a-lr,DE,Spring barley,heat,-0.0223764429379473
ec-earth3,DK,Spring barley,heat,-0.00105162409851243
ipsl-cm6a-lr,DK,Spring barley,heat,-0.00218460672756645
ec-earth3,EE,Spring barley,heat,-0.00592025481425265
ipsl-cm6a-lr,EE,Spring barley,heat,-0.0163419561695856
ec-earth3,ES,Spring barley,heat,-0.0335841931320045
ipsl-cm6a-lr,ES,Spring barley,heat,-0.0236245484614397
ec-earth3,FI,Spring barley,heat,-0.00516852576841009
ipsl-cm6a-lr,FI,Spring barley,heat,-0.0135102187130721
ec-earth3,FR,Spring barley,heat,-0.0112133995960533
ipsl-cm6a-lr,FR,Spring barley,heat,-0.0197998169203823
ec-earth3,HU,Spring barley,heat,-0.0688624984900401
ipsl-cm6a-lr,HU,Spring barley,heat,-0.0640750450118992
ec-earth3,LT,Spring barley,heat,-0.00780855701094166
ipsl-cm6a-lr,LT,Spring barley,heat,-0.0249888462369432
ec-earth3,LV,Spring barley,heat,-0.00702817326248927
ipsl-cm6a-lr,LV,Spring barley,heat,-0.0214419462048095
ec-earth3,SE,Spring barley,heat,-0.00322429917485301
ipsl-cm6a-lr,SE,Spring barley,heat,-0.00887313240154449
ec-earth3,SK,Spring barley,heat,-0.0423772887252753
ipsl-cm6a-lr,SK,Spring barley,heat,-0.0476170727135947
ec-earth3,CZ,Winter barley,heat,0.000680974280778752
ipsl-cm6a-lr,CZ,Winter barley,heat,0.00148523256384659
ec-earth3,DE,Winter barley,heat,0.000484395225553541
ipsl-cm6a-lr,DE,Winter barley,heat,0.000992437893135344
ec-earth3,DK,Winter barley,heat,4.54032623559792e-05
ipsl-cm6a-lr,DK,Winter barley,heat,9.91627465170194e-05
ec-earth3,EE,Winter barley,heat,0.000272153656923257
ipsl-cm6a-lr,EE,Winter barley,heat,0.000747849939941405
ec-earth3,EL,Winter barley,heat,0.00384261062503919
ipsl-cm6a-lr,EL,Winter barley,heat,0.00352485687274972
ec-earth3,ES,Winter barley,heat,0.00154751484835076
ipsl-cm6a-lr,ES,Winter barley,heat,0.00104578622305255
ec-earth3,FR,Winter barley,heat,0.000588799380299416
ipsl-cm6a-lr,FR,Winter barley,heat,0.000914309828793931
ec-earth3,HU,Winter barley,heat,0.00376193105760164
ipsl-cm6a-lr,HU,Winter barley,heat,0.00326364536462198
ec-earth3,IT,Winter barley,heat,0.00299733792113409
ipsl-cm6a-lr,IT,Winter barley,heat,0.00176372109719684
ec-earth3,LT,Winter barley,heat,0.000375104291619314
ipsl-cm6a-lr,LT,Winter barley,heat,0.00122073267329707
ec-earth3,LV,Winter barley,heat,0.000340015968331634
ipsl-cm6a-lr,LV,Winter barley,heat,0.00096713599617798
ec-earth3,SE,Winter barley,heat,0.000110213548197399
ipsl-cm6a-lr,SE,Winter barley,heat,0.000349435717803551
ec-earth3,SK,Winter barley,heat,0.00194646349178039
ipsl-cm6a-lr,SK,Winter barley,heat,0.00225998657697684
ec-earth3,CZ,Soft wheat,frost,0.0029161522434123
ipsl-cm6a-lr,CZ,Soft wheat,frost,0.00147617247205882
ec-earth3,DE,Soft wheat,frost,0.00222680186654842
ipsl-cm6a-lr,DE,Soft wheat,frost,0.00145027201797291
ec-earth3,DK,Soft wheat,frost,0.00120963937055188
ipsl-cm6a-lr,DK,Soft wheat,frost,0.000790716916071971
ec-earth3,EE,Soft wheat,frost,-0.00170598099196683
ipsl-cm6a-lr,EE,Soft wheat,frost,-0.00225807805796926
ec-earth3,EL,Soft wheat,frost,0.000698222915653706
ipsl-cm6a-lr,EL,Soft wheat,frost,-0.000459000317116221
ec-earth3,ES,Soft wheat,frost,0.001862886576515
ipsl-cm6a-lr,ES,Soft wheat,frost,0.000566444627439532
ec-earth3,FI,Soft wheat,frost,-0.00384920582875402
ipsl-cm6a-lr,FI,Soft wheat,frost,-0.00455204907993717
ec-earth3,FR,Soft wheat,frost,0.00151223493423037
ipsl-cm6a-lr,FR,Soft wheat,frost,0.000978292537673278
ec-earth3,HU,Soft wheat,frost,0.000765565340954197
ipsl-cm6a-lr,HU,Soft wheat,frost,-0.000408107963391788
ec-earth3,IT,Soft wheat,frost,0.000406044394344437
ipsl-cm6a-lr,IT,Soft wheat,frost,7.99666396919204e-05
ec-earth3,LT,Soft wheat,frost,0.000641251346153153
ipsl-cm6a-lr,LT,Soft wheat,frost,-0.000909856032252898
ec-earth3,LV,Soft wheat,frost,-0.000320195540783703
ipsl-cm6a-lr,LV,Soft wheat,frost,-0.00132798661262195
ec-earth3,RO,Soft wheat,frost,0.00032718327564068
ipsl-cm6a-lr,RO,Soft wheat,frost,-0.00102083126129604
ec-earth3,SE,Soft wheat,frost,0.00176718733503597
ipsl-cm6a-lr,SE,Soft wheat,frost,0.000677947010882791
ec-earth3,SK,Soft wheat,frost,0.00169058709204354
ipsl-cm6a-lr,SK,Soft wheat,frost,0.000323767820232155
ec-earth3,EL,Durum wheat,frost,0.00655680744862996
ipsl-cm6a-lr,EL,Durum wheat,frost,-0.00319540986680453
ec-earth3,ES,Durum wheat,frost,0.00501753846172815
ipsl-cm6a-lr,ES,Durum wheat,frost,0.00196195836223525
ec-earth3,FR,Durum wheat,frost,0.0126514954826462
ipsl-cm6a-lr,FR,Durum wheat,frost,0.00639680606807853
ec-earth3,HU,Durum wheat,frost,0.00828069017585013
ipsl-cm6a-lr,HU,Durum wheat,frost,-0.00421303530263386
ec-earth3,IT,Durum wheat,frost,0.00238557811299602
ipsl-cm6a-lr,IT,Durum wheat,frost,0.00108612339637096
ec-earth3,RO,Durum wheat,frost,0.00539999461537725
ipsl-cm6a-lr,RO,Durum wheat,frost,-0.0117816903088416
ec-earth3,SK,Durum wheat,frost,0.0176239450585666
ipsl-cm6a-lr,SK,Durum wheat,frost,0.00327659832314157
ec-earth3,CZ,Spring barley,frost,-0.00507697007931626
ipsl-cm6a-lr,CZ,Spring barley,frost,-0.00255289378771133
ec-earth3,DE,Spring barley,frost,-0.00407789651559434
ipsl-cm6a-lr,DE,Spring barley,frost,-0.00243919302859716
ec-earth3,DK,Spring barley,frost,-0.00198262692445641
ipsl-cm6a-lr,DK,Spring barley,frost,-0.00129169366739995
ec-earth3,EE,Spring barley,frost,0.0029614350924893
ipsl-cm6a-lr,EE,Spring barley,frost,0.00393032640643807
ec-earth3,ES,Spring barley,frost,-0.00324778115969115
ipsl-cm6a-lr,ES,Spring barley,frost,-0.000892313287060569
ec-earth3,FI,Spring barley,frost,0.00989614977838842
ipsl-cm6a-lr,FI,Spring barley,frost,0.0114488597399573
ec-earth3,FR,Spring barley,frost,-0.0031632784210342
ipsl-cm6a-lr,FR,Spring barley,frost,-0.00205185060894528
ec-earth3,HU,Spring barley,frost,-0.00150204149119527
ipsl-cm6a-lr,HU,Spring barley,frost,0.000525287513053534
ec-earth3,LT,Spring barley,frost,-0.00103089981932372
ipsl-cm6a-lr,LT,Spring barley,frost,0.00163712333164881
ec-earth3,LV,Spring barley,frost,0.000847712777528182
ipsl-cm6a-lr,LV,Spring barley,frost,0.00261831390231394
ec-earth3,SE,Spring barley,frost,-0.00169732634914651
ipsl-cm6a-lr,SE,Spring barley,frost,0.000387735276348765
ec-earth3,SK,Spring barley,frost,-0.00303018021819538
ipsl-cm6a-lr,SK,Spring barley,frost,-0.000662308804854511
ec-earth3,CZ,Winter barley,frost,0.00757627988375025
ipsl-cm6a-lr,CZ,Winter barley,frost,0.0038485191598061
ec-earth3,DE,Winter barley,frost,0.00562583451195819
ipsl-cm6a-lr,DE,Winter barley,frost,0.00362497517251478
ec-earth3,DK,Winter barley,frost,0.00304945770805738
ipsl-cm6a-lr,DK,Winter barley,frost,0.00195480394295558
ec-earth3,EE,Winter barley,frost,-0.00410650624419583
ipsl-cm6a-lr,EE,Winter barley,frost,-0.00554570245702393
ec-earth3,EL,Winter barley,frost,0.00145646207276466
ipsl-cm6a-lr,EL,Winter barley,frost,-0.000762376844068294
ec-earth3,ES,Winter barley,frost,0.00335640255114847
ipsl-cm6a-lr,ES,Winter barley,frost,0.000918775157926395
ec-earth3,FR,Winter barley,frost,0.00383674228398819
ipsl-cm6a-lr,FR,Winter barley,frost,0.00239649770373261
ec-earth3,HU,Winter barley,frost,0.00180393714372586
ipsl-cm6a-lr,HU,Winter barley,frost,-0.000903757294227717
ec-earth3,IT,Winter barley,frost,0.000795037496882636
ipsl-cm6a-lr,IT,Winter barley,frost,0.000154517587956466
ec-earth3,LT,Winter barley,frost,0.00146261040520823
ipsl-cm6a-lr,LT,Winter barley,frost,-0.00238444795212891
ec-earth3,LV,Winter barley,frost,-0.000730353436041126
ipsl-cm6a-lr,LV,Winter barley,frost,-0.00304935304875444
ec-earth3,SE,Winter barley,frost,0.00518047365042089
ipsl-cm6a-lr,SE,Winter barley,frost,0.00204304375965752
ec-earth3,SK,Winter barley,frost,0.00401725300362147
ipsl-cm6a-lr,SK,Winter barley,frost,0.000706341167993689
ec-earth3,CZ,Soft wheat,precip,-0.0356990920016309
ipsl-cm6a-lr,CZ,Soft wheat,precip,-0.038852894106102
ec-earth3,DE,Soft wheat,precip,0.00407767821153031
ipsl-cm6a-lr,DE,Soft wheat,precip,0.00132117543522599
ec-earth3,DK,Soft wheat,precip,0.0526963787236692
ipsl-cm6a-lr,DK,Soft wheat,precip,0.0555300418159031
ec-earth3,EE,Soft wheat,precip,0.11628177586015
ipsl-cm6a-lr,EE,Soft wheat,precip,0.0581192053860427
ec-earth3,EL,Soft wheat,precip,-0.00369586497310881
ipsl-cm6a-lr,EL,Soft wheat,precip,0.00543345635106077
ec-earth3,ES,Soft wheat,precip,-0.0241243816786606
ipsl-cm6a-lr,ES,Soft wheat,precip,-0.00785417737445478
ec-earth3,FI,Soft wheat,precip,0.105285362250984
ipsl-cm6a-lr,FI,Soft wheat,precip,0.0792726968673078
ec-earth3,FR,Soft wheat,precip,0.00175675685391084
ipsl-cm6a-lr,FR,Soft wheat,precip,-0.0182641267931211
ec-earth3,HU,Soft wheat,precip,-0.0598679432232073
ipsl-cm6a-lr,HU,Soft wheat,precip,-0.0305663745125235
ec-earth3,IT,Soft wheat,precip,-0.0410614009514169
ipsl-cm6a-lr,IT,Soft wheat,precip,-0.000327085926153519
ec-earth3,LT,Soft wheat,precip,0.0732628591889322
ipsl-cm6a-lr,LT,Soft wheat,precip,0.0404832944362047
ec-earth3,LV,Soft wheat,precip,0.0925308806784963
ipsl-cm6a-lr,LV,Soft wheat,precip,0.0549891947784937
ec-earth3,RO,Soft wheat,precip,-0.0277104145454325
ipsl-cm6a-lr,RO,Soft wheat,precip,-0.0214578832884341
ec-earth3,SE,Soft wheat,precip,0.0725339499103802
ipsl-cm6a-lr,SE,Soft wheat,precip,0.0510415240933732
ec-earth3,SK,Soft wheat,precip,-0.0518007573286494
ipsl-cm6a-lr,SK,Soft wheat,precip,-0.0261731372053971
ec-earth3,EL,Durum wheat,precip,-0.0031687787950611
ipsl-cm6a-lr,EL,Durum wheat,precip,0.00731329703688414
ec-earth3,ES,Durum wheat,precip,-0.029765729054179
ipsl-cm6a-lr,ES,Durum wheat,precip,-0.020438358496431
ec-earth3,FR,Durum wheat,precip,-0.0296555591540636
ipsl-cm6a-lr,FR,Durum wheat,precip,-0.0255221293895081
ec-earth3,HU,Durum wheat,precip,-0.0586527690510137
ipsl-cm6a-lr,HU,Durum wheat,precip,-0.0292062031109395
ec-earth3,IT,Durum wheat,precip,-0.0174953950669931
ipsl-cm6a-lr,IT,Durum wheat,precip,0.0233302294510819
ec-earth3,RO,Durum wheat,precip,-0.0327693041870001
ipsl-cm6a-lr,RO,Durum wheat,precip,-0.025284850943664
ec-earth3,SK,Durum wheat,precip,-0.0444216661100947
ipsl-cm6a-lr,SK,Durum wheat,precip,-0.018744851750042
ec-earth3,CZ,Spring barley,precip,-0.0538440849421956
ipsl-cm6a-lr,CZ,Spring barley,precip,-0.0594951283995986
ec-earth3,DE,Spring barley,precip,0.00600387839291237
ipsl-cm6a-lr,DE,Spring barley,precip,0.00283145452063803
ec-earth3,DK,Spring barley,precip,0.08353573570966
ipsl-cm6a-lr,DK,Spring barley,precip,0.0863271400488081
ec-earth3,EE,Spring barley,precip,0.172614396617644
ipsl-cm6a-lr,EE,Spring barley,precip,0.0869893330579607
ec-earth3,ES,Spring barley,precip,-0.0438859726815585
ipsl-cm6a-lr,ES,Spring barley,precip,-0.016494891653034
ec-earth3,FI,Spring barley,precip,0.157127123170019
ipsl-cm6a-lr,FI,Spring barley,precip,0.111415687028853
ec-earth3,FR,Spring barley,precip,0.00631060479675763
ipsl-cm6a-lr,FR,Spring barley,precip,-0.0234794254433434
ec-earth3,HU,Spring barley,precip,-0.089489701394068
ipsl-cm6a-lr,HU,Spring barley,precip,-0.0462314665889473
ec-earth3,LT,Spring barley,precip,0.11299000802852
ipsl-cm6a-lr,LT,Spring barley,precip,0.0631538631469189
ec-earth3,LV,Spring barley,precip,0.141913125792846
ipsl-cm6a-lr,LV,Spring barley,precip,0.0840897766790065
ec-earth3,SE,Spring barley,precip,0.111079254950144
ipsl-cm6a-lr,SE,Spring barley,precip,0.0840573488359421
ec-earth3,SK,Spring barley,precip,-0.0733132025607957
ipsl-cm6a-lr,SK,Spring barley,precip,-0.0360942916967576
ec-earth3,CZ,Winter barley,precip,-0.035973994267024
ipsl-cm6a-lr,CZ,Winter barley,precip,-0.039842414461491
ec-earth3,DE,Winter barley,precip,0.004303742425133
ipsl-cm6a-lr,DE,Winter barley,precip,0.00224433754817719
ec-earth3,DK,Winter barley,precip,0.0616184383786561
ipsl-cm6a-lr,DK,Winter barley,precip,0.0624456228438462
ec-earth3,EE,Winter barley,precip,0.120564724598164
ipsl-cm6a-lr,EE,Winter barley,precip,0.0607749654093463
ec-earth3,EL,Winter barley,precip,0.00372656225720163
ipsl-cm6a-lr,EL,Winter barley,precip,0.0102837759053755
ec-earth3,ES,Winter barley,precip,-0.0299178020639851
ipsl-cm6a-lr,ES,Winter barley,precip,-0.010569713927933
ec-earth3,FR,Winter barley,precip,0.00114963760757729
ipsl-cm6a-lr,FR,Winter barley,precip,-0.0187025826014688
ec-earth3,HU,Winter barley,precip,-0.0631526169081856
ipsl-cm6a-lr,HU,Winter barley,precip,-0.0321819225922391
ec-earth3,IT,Winter barley,precip,-0.0337269133538096
ipsl-cm6a-lr,IT,Winter barley,precip,0.0111515224458518
ec-earth3,LT,Winter barley,precip,0.077659248112931
ipsl-cm6a-lr,LT,Winter barley,precip,0.0424534855163259
ec-earth3,LV,Winter barley,precip,0.0983210945839919
ipsl-cm6a-lr,LV,Winter barley,precip,0.0595667385305235
ec-earth3,SE,Winter barley,precip,0.0718160090270348
ipsl-cm6a-lr,SE,Winter barley,precip,0.0613979617908558
ec-earth3,SK,Winter barley,precip,-0.0546254133454291
ipsl-cm6a-lr,SK,Winter barley,precip,-0.0266116054114717
ec-earth3,CZ,Soft wheat,precip2,0.0285162537419861
ipsl-cm6a-lr,CZ,Soft wheat,precip2,0.0309825938503648
ec-earth3,DE,Soft wheat,precip2,-0.00295232484947821
ipsl-cm6a-lr,DE,Soft wheat,precip2,0.000343639851049482
ec-earth3,DK,Soft wheat,precip2,-0.0367260961130828
ipsl-cm6a-lr,DK,Soft wheat,precip2,-0.0382897240479002
ec-earth3,EE,Soft wheat,precip2,-0.0865260606041871
ipsl-cm6a-lr,EE,Soft wheat,precip2,-0.0363256775115559
ec-earth3,EL,Soft wheat,precip2,0.0022039558350487
ipsl-cm6a-lr,EL,Soft wheat,precip2,-0.000462486371701932
ec-earth3,ES,Soft wheat,precip2,0.0116720766207261
ipsl-cm6a-lr,ES,Soft wheat,precip2,0.00309193443592457
ec-earth3,FI,Soft wheat,precip2,-0.0691284739469436
ipsl-cm6a-lr,FI,Soft wheat,precip2,-0.0482640601615435
ec-earth3,FR,Soft wheat,precip2,-0.00211900615141776
ipsl-cm6a-lr,FR,Soft wheat,precip2,0.0157824305826439
ec-earth3,HU,Soft wheat,precip2,0.0366176742753242
ipsl-cm6a-lr,HU,Soft wheat,precip2,0.0192229817749795
ec-earth3,IT,Soft wheat,precip2,0.0302579982005979
ipsl-cm6a-lr,IT,Soft wheat,precip2,-0.00208431112724144
ec-earth3,LT,Soft wheat,precip2,-0.0542777515709857
ipsl-cm6a-lr,LT,Soft wheat,precip2,-0.0271762794479027
ec-earth3,LV,Soft wheat,precip2,-0.0703452938305672
ipsl-cm6a-lr,LV,Soft wheat,precip2,-0.0380475591658026
ec-earth3,RO,Soft wheat,precip2,0.0195414096865709
ipsl-cm6a-lr,RO,Soft wheat,precip2,0.0154033538019588
ec-earth3,SE,Soft wheat,precip2,-0.05420846272284
ipsl-cm6a-lr,SE,Soft wheat,precip2,-0.0380046379937757
ec-earth3,SK,Soft wheat,precip2,0.0408668523996367
ipsl-cm6a-lr,SK,Soft wheat,precip2,0.0224164940955899
ec-earth3,EL,Durum wheat,precip2,0.00206421222043624
ipsl-cm6a-lr,EL,Durum wheat,precip2,-0.00113393609447835
ec-earth3,ES,Durum wheat,precip2,0.0120435794981891
ipsl-cm6a-lr,ES,Durum wheat,precip2,0.00855767529856268
ec-earth3,FR,Durum wheat,precip2,0.0218473269649881
ipsl-cm6a-lr,FR,Durum wheat,precip2,0.0204623926055308
ec-earth3,HU,Durum wheat,precip2,0.0348669945266463
ipsl-cm6a-lr,HU,Durum wheat,precip2,0.0179900378652029
ec-earth3,IT,Durum wheat,precip2,0.0111556768359101
ipsl-cm6a-lr,IT,Durum wheat,precip2,-0.0151532149512814
ec-earth3,RO,Durum wheat,precip2,0.023640270546757
ipsl-cm6a-lr,RO,Durum wheat,precip2,0.0185292237744786
ec-earth3,SK,Durum wheat,precip2,0.029389193858962
ipsl-cm6a-lr,SK,Durum wheat,precip2,0.0127787166018339
ec-earth3,CZ,Spring barley,precip2,0.0416661248656955
ipsl-cm6a-lr,CZ,Spring barley,precip2,0.0458483883553817
ec-earth3,DE,Spring barley,precip2,-0.00519600422687829
ipsl-cm6a-lr,DE,Spring barley,precip2,-0.00106398285339615
ec-earth3,DK,Spring barley,precip2,-0.0575523263206755
ipsl-cm6a-lr,DK,Spring barley,precip2,-0.0586829717064085
ec-earth3,EE,Spring barley,precip2,-0.122858260924329
ipsl-cm6a-lr,EE,Spring barley,precip2,-0.0520848088676989
ec-earth3,ES,Spring barley,precip2,0.0217902017791936
ipsl-cm6a-lr,ES,Spring barley,precip2,0.00821908147967135
ec-earth3,FI,Spring barley,precip2,-0.102152181326878
