model,cntr,crop,component,dln
ec-earth3,CZ,Spring barley,gdd,-0.000711312066009672
ipsl-cm6a-lr,CZ,Spring barley,gdd,-0.000909392253547561
ec-earth3,DE,Spring barley,gdd,-0.000516152368866077
ipsl-cm6a-lr,DE,Spring barley,gdd,-0.000482637296430781
ec-earth3,DK,Spring barley,gdd,-0.000291127072323614
ipsl-cm6a-lr,DK,Spring barley,gdd,0.00017168734766865
ec-earth3,EE,Spring barley,gdd,-0.00094615458421467
ipsl-cm6a-lr,EE,Spring barley,gdd,-0.00055688639979016
ec-earth3,ES,Spring barley,gdd,-0.000871870963041929
ipsl-cm6a-lr,ES,Spring barley,gdd,-0.000454137755961083
ec-earth3,FI,Spring barley,gdd,-0.000446370007837208
ipsl-cm6a-lr,FI,Spring barley,gdd,-0.000946028679610048
ec-earth3,FR,Spring barley,gdd,-0.00029272511684685
ipsl-cm6a-lr,FR,Spring barley,gdd,-0.000387907709983622
ec-earth3,HU,Spring barley,gdd,-0.000960946576078324
ipsl-cm6a-lr,HU,Spring barley,gdd,-0.000938745003065403
ec-earth3,LT,Spring barley,gdd,-0.000202252998118746
ipsl-cm6a-lr,LT,Spring barley,gdd,-0.000186496846821136
ec-earth3,LV,Spring barley,gdd,2.41295804923897e-05
ipsl-cm6a-lr,LV,Spring barley,gdd,-0.000179641742608831
ec-earth3,SE,Spring barley,gdd,-6.18051884662638e-05
ipsl-cm6a-lr,SE,Spring barley,gdd,-0.000414379175937324
ec-earth3,SK,Spring barley,gdd,-0.00115585552709079
ipsl-cm6a-lr,SK,Spring barley,gdd,-0.000712748227046694
ec-earth3,CZ,Winter barley,gdd,0.000119281917982616
ipsl-cm6a-lr,CZ,Winter barley,gdd,0.00012505467808315
ec-earth3,DE,Winter barley,gdd,6.29104651461455e-05
ipsl-cm6a-lr,DE,Winter barley,gdd,5.92289001639715e-05
ec-earth3,DK,Winter barley,gdd,5.18967737315895e-05
ipsl-cm6a-lr,DK,Winter barley,gdd,-5.66527466325878e-06
ec-earth3,EE,Winter barley,gdd,0.000123260856221534
ipsl-cm6a-lr,EE,Winter barley,gdd,7.27789126840806e-05
ec-earth3,EL,Winter barley,gdd,8.53807246443876e-05
ipsl-cm6a-lr,EL,Winter barley,gdd,8.66833605632409e-05
ec-earth3,ES,Winter barley,gdd,0.000110062535130885
ipsl-cm6a-lr,ES,Winter barley,gdd,4.38619112571637e-05
ec-earth3,FR,Winter barley,gdd,5.69099831704811e-05
ipsl-cm6a-lr,FR,Winter barley,gdd,5.39271342125096e-05
ec-earth3,HU,Winter barley,gdd,0.000137525568436343
ipsl-cm6a-lr,HU,Winter barley,gdd,0.000133595999617493
ec-earth3,IT,Winter barley,gdd,0.000122433307515192
ipsl-cm6a-lr,IT,Winter barley,gdd,7.2540518927146e-05
ec-earth3,LT,Winter barley,gdd,2.61970378425055e-05
ipsl-cm6a-lr,LT,Winter barley,gdd,2.78445547105419e-05
ec-earth3,LV,Winter barley,gdd,-7.10876515798495e-06
ipsl-cm6a-lr,LV,Winter barley,gdd,-1.44960232601792e-06
ec-earth3,SE,Winter barley,gdd,1.10315654802633e-05
ipsl-cm6a-lr,SE,Winter barley,gdd,8.05911399218654e-05
ec-earth3,SK,Winter barley,gdd,0.000142039947052101
ipsl-cm6a-lr,SK,Winter barley,gdd,0.000110992738631479
ec-earth3,CZ,Soft wheat,heat,-0.00934094029411788
ipsl-cm6a-lr,CZ,Soft wheat,heat,-0.019400675085214
ec-earth3,DE,Soft wheat,heat,-0.0059457103469402
ipsl-cm6a-lr,DE,Soft wheat,heat,-0.0123429829828795
ec-earth3,DK,Soft wheat,heat,-0.000582374381430566
ipsl-cm6a-lr,DK,Soft wheat,heat,-0.00121143397077043
ec-earth3,EE,Soft wheat,heat,-0.00370354103064398
ipsl-cm6a-lr,EE,Soft wheat,heat,-0.0103877484020382
ec-earth3,EL,Soft wheat,heat,-0.0486251720373667
ipsl-cm6a-lr,EL,Soft wheat,heat,-0.0451633323855691
ec-earth3,ES,Soft wheat,heat,-0.0207169902867776
ipsl-cm6a-lr,ES,Soft wheat,heat,-0.0152263233771495
ec-earth3,FI,Soft wheat,heat,-0.00281289166276999
ipsl-cm6a-lr,FI,Soft wheat,heat,-0.00820043320392547
ec-earth3,FR,Soft wheat,heat,-0.00675699311405024
ipsl-cm6a-lr,FR,Soft wheat,heat,-0.0112872189107332
ec-earth3,HU,Soft wheat,heat,-0.0467204758843087
ipsl-cm6a-lr,HU,Soft wheat,heat,-0.041915817412285
ec-earth3,IT,Soft wheat,heat,-0.0445197775025877
ipsl-cm6a-lr,IT,Soft wheat,heat,-0.026813185787494
ec-earth3,LT,Soft wheat,heat,-0.00483279813196454
ipsl-cm6a-lr,LT,Soft wheat,heat,-0.0156950769154706
ec-earth3,LV,Soft wheat,heat,-0.00442191089779164
ipsl-cm6a-lr,LV,Soft wheat,heat,-0.0130993538849808
ec-earth3,RO,Soft wheat,heat,-0.0457946386870682
ipsl-cm6a-lr,RO,Soft wheat,heat,-0.0547045677484887
ec-earth3,SE,Soft wheat,heat,-0.00158476783215129
ipsl-cm6a-lr,SE,Soft wheat,heat,-0.00542304357017093
ec-earth3,SK,Soft wheat,heat,-0.0247805397423471
ipsl-cm6a-lr,SK,Soft wheat,heat,-0.0287684877585052
ec-earth3,EL,Durum wheat,heat,-0.000193538862355642
ipsl-cm6a-lr,EL,Durum wheat,heat,-0.000176966648248425
ec-earth3,ES,Durum wheat,heat,-0.00014248751418242
ipsl-cm6a-lr,ES,Durum wheat,heat,-9.81531133001423e-05
ec-earth3,FR,Durum wheat,heat,-6.7568734653605e-05
ipsl-cm6a-lr,FR,Durum wheat,heat,-5.63335099282527e-05
ec-earth3,HU,Durum wheat,heat,-0.000181858003078844
ipsl-cm6a-lr,HU,Durum wheat,heat,-0.000156052229654961
ec-earth3,IT,Durum wheat,heat,-0.000142657532171281
ipsl-cm6a-lr,IT,Durum wheat,heat,-7.87048870607228e-05
ec-earth3,RO,Durum wheat,heat,-0.000158559132526553
ipsl-cm6a-lr,RO,Durum wheat,heat,-0.000188981582847376
ec-earth3,SK,Durum wheat,heat,-0.000101739705783823
ipsl-cm6a-lr,SK,Durum wheat,heat,-0.00010989243057722
ec-earth3,CZ,Spring barley,heat,-0.0152803859401542
ipsl-cm6a-lr,CZ,Spring barley,heat,-0.0313560386003683
ec-earth3,DE,Spring barley,heat,-0.0107936198464187
ipsl-cm6a-lr,DE,Spring barley,heat,-0.0222635799446454
ec-earth3,DK,Spring barley,heat,-0.00104631988443714
ipsl-cm6a-lr,DK,Spring barley,heat,-0.00217358794074925
ec-earth3,EE,Spring barley,heat,-0.00589039405035469
ipsl-cm6a-lr,EE,Spring barley,heat,-0.0162595301068364
ec-earth3,ES,Spring barley,heat,-0.0334148001424656
ipsl-cm6a-lr,ES,Spring barley,heat,-0.023505390234989
ec-earth3,FI,Spring barley,heat,-0.00514245659866769
ipsl-cm6a-lr,FI,Spring barley,heat,-0.0134420754550777
ec-earth3,FR,Spring barley,heat,-0.0111568411051882
ipsl-cm6a-lr,FR,Spring barley,heat,-0.019699949992888
ec-earth3,HU,Spring barley,heat,-0.0685151676954459
ipsl-cm6a-lr,HU,Spring barley,heat,-0.063751861322872
ec-earth3,LT,Spring barley,heat,-0.00776917197016164
ipsl-cm6a-lr,LT,Spring barley,heat,-0.0248628067232778
ec-earth3,LV,Spring barley,heat,-0.00699272434533796
ipsl-cm6a-lr,LV,Spring barley,heat,-0.0213337966549636
ec-earth3,SE,Spring barley,heat,-0.00320803635519111
ipsl-cm6a-lr,SE,Spring barley,heat,-0.00882837782256253
ec-earth3,SK,Spring barley,heat,-0.0421635448488775
ipsl-cm6a-lr,SK,Spring barley,heat,-0.0473769002530463
ec-earth3,CZ,Winter barley,heat,-0.000259646878320408
ipsl-cm6a-lr,CZ,Winter barley,heat,-0.000566300387059519
ec-earth3,DE,Winter barley,heat,-0.000184693771465872
ipsl-cm6a-lr,DE,Winter barley,heat,-0.000378404013415591
ec-earth3,DK,Winter barley,heat,-1.73116895440031e-05
ipsl-cm6a-lr,DK,Winter barley,heat,-3.78095007485126e-05
ec-earth3,EE,Winter barley,heat,-0.00010376874639494
ipsl-cm6a-lr,EE,Winter barley,heat,-0.000285145721121557
ec-earth3,EL,Winter barley,heat,-0.00146513881882775
ipsl-cm6a-lr,EL,Winter barley,heat,-0.00134398333295212
ec-earth3,ES,Winter barley,heat,-0.000590047834213731
ipsl-cm6a-lr,ES,Winter barley,heat,-0.000398745056708398
ec-earth3,FR,Winter barley,heat,-0.000224501754863492
ipsl-cm6a-lr,FR,Winter barley,heat,-0.000348614770872884
ec-earth3,HU,Winter barley,heat,-0.00143437672043331
ipsl-cm6a-lr,HU,Winter barley,heat,-0.00124438668946484
ec-earth3,IT,Winter barley,heat,-0.00114284703029291
ipsl-cm6a-lr,IT,Winter barley,heat,-0.000672484541694153
ec-earth3,LT,Winter barley,heat,-0.000143022520985909
ipsl-cm6a-lr,LT,Winter barley,heat,-0.000465449924955815
ec-earth3,LV,Winter barley,heat,-0.00012964378721534
ipsl-cm6a-lr,LV,Winter barley,heat,-0.000368756720197628
ec-earth3,SE,Winter barley,heat,-4.20230316266058e-05
ipsl-cm6a-lr,SE,Winter barley,heat,-0.000133235418520632
ec-earth3,SK,Winter barley,heat,-0.000742161904892295
ipsl-cm6a-lr,SK,Winter barley,heat,-0.000861704290927124
ec-earth3,CZ,Soft wheat,frost,-0.00489353440038611
ipsl-cm6a-lr,CZ,Soft wheat,frost,-0.00247713430917108
ec-earth3,DE,Soft wheat,frost,-0.00373674987697068
ipsl-cm6a-lr,DE,Soft wheat,frost,-0.00243367129610607
ec-earth3,DK,Soft wheat,frost,-0.00202987065755199
ipsl-cm6a-lr,DK,Soft wheat,frost,-0.00132688560362598
ec-earth3,EE,Soft wheat,frost,0.00286277120457396
ipsl-cm6a-lr,EE,Soft wheat,frost,0.00378923380299911
ec-earth3,EL,Soft wheat,frost,-0.00117167334613888
ipsl-cm6a-lr,EL,Soft wheat,frost,0.000770238881275988
ec-earth3,ES,Soft wheat,frost,-0.00312607120111347
ipsl-cm6a-lr,ES,Soft wheat,frost,-0.000950538942728762
ec-earth3,FI,Soft wheat,frost,0.00645927220697282
ipsl-cm6a-lr,FI,Soft wheat,frost,0.00763869884202372
ec-earth3,FR,Soft wheat,frost,-0.0025376499765536
ipsl-cm6a-lr,FR,Soft wheat,frost,-0.00164165235116236
ec-earth3,HU,Soft wheat,frost,-0.00128467926877472
ipsl-cm6a-lr,HU,Soft wheat,frost,0.000684837481458909
ec-earth3,IT,Soft wheat,frost,-0.000681374649179285
ipsl-cm6a-lr,IT,Soft wheat,frost,-0.000134190354121497
ec-earth3,LT,Soft wheat,frost,-0.00107607054082419
ipsl-cm6a-lr,LT,Soft wheat,frost,0.00152681047544295
ec-earth3,LV,Soft wheat,frost,0.000537313474361613
ipsl-cm6a-lr,LV,Soft wheat,frost,0.00222846670190084
ec-earth3,RO,Soft wheat,frost,-0.000549039446824349
ipsl-cm6a-lr,RO,Soft wheat,frost,0.00171303569812813
ec-earth3,SE,Soft wheat,frost,-0.00296548029529695
ipsl-cm6a-lr,SE,Soft wheat,frost,-0.00113764877224375
ec-earth3,SK,Soft wheat,frost,-0.00283693902142889
ipsl-cm6a-lr,SK,Soft wheat,frost,-0.000543308042172086
ec-earth3,EL,Durum wheat,frost,0.000835502199346705
ipsl-cm6a-lr,EL,Durum wheat,frost,-0.000407175594593249
ec-earth3,ES,Durum wheat,frost,0.000639360611536107
ipsl-cm6a-lr,ES,Durum wheat,frost,0.000250002846586065
ec-earth3,FR,Durum wheat,frost,0.00161211876108768
ipsl-cm6a-lr,FR,Durum wheat,frost,0.000815113998778581
ec-earth3,HU,Durum wheat,frost,0.00105516822146074
ipsl-cm6a-lr,HU,Durum wheat,frost,-0.000536846672538996
ec-earth3,IT,Durum wheat,frost,0.000303982658593704
ipsl-cm6a-lr,IT,Durum wheat,frost,0.000138399441121222
ec-earth3,RO,Durum wheat,frost,0.000688095145839729
ipsl-cm6a-lr,RO,Durum wheat,frost,-0.00150128370280505
ec-earth3,SK,Durum wheat,frost,0.00224573391440291
ipsl-cm6a-lr,SK,Durum wheat,frost,0.000417521046150673
ec-earth3,CZ,Spring barley,frost,-0.003654999583362
ipsl-cm6a-lr,CZ,Spring barley,frost,-0.00183787290149029
ec-earth3,DE,Spring barley,frost,-0.00293574904571782
ipsl-cm6a-lr,DE,Spring barley,frost,-0.0017560177357718
ec-earth3,DK,Spring barley,frost,-0.00142732780962664
ipsl-cm6a-lr,DK,Spring barley,frost,-0.000929912869766992
ec-earth3,EE,Spring barley,frost,0.00213198893436451
ipsl-cm6a-lr,EE,Spring barley,frost,0.0028295107423486
ec-earth3,ES,Spring barley,frost,-0.0023381344778618
ipsl-cm6a-lr,ES,Spring barley,frost,-0.000642391946669496
ec-earth3,FI,Spring barley,frost,0.00712441136185874
ipsl-cm6a-lr,FI,Spring barley,frost,0.00824223442836393
ec-earth3,FR,Spring barley,frost,-0.00227729947789944
ipsl-cm6a-lr,FR,Spring barley,frost,-0.00147716315118132
ec-earth3,HU,Spring barley,frost,-0.00108134594822164
ipsl-cm6a-lr,HU,Spring barley,frost,0.000378163670725138
ec-earth3,LT,Spring barley,frost,-0.000742162815862723
ipsl-cm6a-lr,LT,Spring barley,frost,0.00117859372846539
ec-earth3,LV,Spring barley,frost,0.00061028325955654
ipsl-cm6a-lr,LV,Spring barley,frost,0.00188496998653914
ec-earth3,SE,Spring barley,frost,-0.0012219349340336
ipsl-cm6a-lr,SE,Spring barley,frost,0.000279137408999728
ec-earth3,SK,Spring barley,frost,-0.00218147975307892
ipsl-cm6a-lr,SK,Spring barley,frost,-0.000476807695925251
ec-earth3,CZ,Winter barley,frost,-0.00455173509756474
ipsl-cm6a-lr,CZ,Winter barley,frost,-0.0023121426349245
ec-earth3,DE,Winter barley,frost,-0.00337993168073082
ipsl-cm6a-lr,DE,Winter barley,frost,-0.0021778401766711
ec-earth3,DK,Winter barley,frost,-0.00183207641365981
ipsl-cm6a-lr,DK,Winter barley,frost,-0.00117442199239404
ec-earth3,EE,Winter barley,frost,0.0024671380792261
ipsl-cm6a-lr,EE,Winter barley,frost,0.00333178933481953
ec-earth3,EL,Winter barley,frost,-0.000875024370350112
ipsl-cm6a-lr,EL,Winter barley,frost,0.000458026563427139
ec-earth3,ES,Winter barley,frost,-0.00201648507288989
ipsl-cm6a-lr,ES,Winter barley,frost,-0.000551988732896977
ec-earth3,FR,Winter barley,frost,-0.00230506723382758
ipsl-cm6a-lr,FR,Winter barley,frost,-0.00143978613207112
ec-earth3,HU,Winter barley,frost,-0.00108378308838733
ipsl-cm6a-lr,HU,Winter barley,frost,0.000542966186431352
ec-earth3,IT,Winter barley,frost,-0.000477648679030771
ipsl-cm6a-lr,IT,Winter barley,frost,-9.28322526469745e-05
ec-earth3,LT,Winter barley,frost,-0.000878718212315337
ipsl-cm6a-lr,LT,Winter barley,frost,0.00143254679058255
ec-earth3,LV,Winter barley,frost,0.000438787296597315
ipsl-cm6a-lr,LV,Winter barley,frost,0.00183201353564714
ec-earth3,SE,Winter barley,frost,-0.00311236439234581
ipsl-cm6a-lr,SE,Winter barley,frost,-0.00122743538113465
ec-earth3,SK,Winter barley,frost,-0.00241351583797745
ipsl-cm6a-lr,SK,Winter barley,frost,-0.000424361023423581
ec-earth3,CZ,Soft wheat,precip,-0.037909691238368
ipsl-cm6a-lr,CZ,Soft wheat,precip,-0.0412587866159747
ec-earth3,DE,Soft wheat,precip,0.00433018077774842
ipsl-cm6a-lr,DE,Soft wheat,precip,0.00140298674315991
ec-earth3,DK,Soft wheat,precip,0.0559595030233022
ipsl-cm6a-lr,DK,Soft wheat,precip,0.0589686353814932
ec-earth3,EE,Soft wheat,precip,0.123482306477319
ipsl-cm6a-lr,EE,Soft wheat,precip,0.0617181280438035
ec-earth3,EL,Soft wheat,precip,-0.00392472447150347
ipsl-cm6a-lr,EL,Soft wheat,precip,0.00576991293270018
ec-earth3,ES,Soft wheat,precip,-0.0256182387135444
ipsl-cm6a-lr,ES,Soft wheat,precip,-0.00834053255985766
ec-earth3,FI,Soft wheat,precip,0.111804960604381
ipsl-cm6a-lr,FI,Soft wheat,precip,0.0841815097631921
ec-earth3,FR,Soft wheat,precip,0.00186554072326557
ipsl-cm6a-lr,FR,Soft wheat,precip,-0.0193950985485568
ec-earth3,HU,Soft wheat,precip,-0.0635751531877688
ipsl-cm6a-lr,HU,Soft wheat,precip,-0.0324591398569227
ec-earth3,IT,Soft wheat,precip,-0.0436040511005695
ipsl-cm6a-lr,IT,Soft wheat,precip,-0.000347340107931294
ec-earth3,LT,Soft wheat,precip,0.0777995241718072
ipsl-cm6a-lr,LT,Soft wheat,precip,0.0429901464249665
ec-earth3,LV,Soft wheat,precip,0.098260681710779
ipsl-cm6a-lr,LV,Soft wheat,precip,0.0583942974068904
ec-earth3,RO,Soft wheat,precip,-0.029426329931768
ipsl-cm6a-lr,RO,Soft wheat,precip,-0.0227866224176321
ec-earth3,SE,Soft wheat,precip,0.0770254785549208
ipsl-cm6a-lr,SE,Soft wheat,precip,0.0542021746274976
ec-earth3,SK,Soft wheat,precip,-0.0550084219551863
ipsl-cm6a-lr,SK,Soft wheat,precip,-0.0277938595791377
ec-earth3,EL,Durum wheat,precip,-0.00369894420197768
ipsl-cm6a-lr,EL,Durum wheat,precip,0.00853687790201257
ec-earth3,ES,Durum wheat,precip,-0.0347458052528628
ipsl-cm6a-lr,ES,Durum wheat,precip,-0.0238578810790285
ec-earth3,FR,Durum wheat,precip,-0.0346172029301321
ipsl-cm6a-lr,FR,Durum wheat,precip,-0.029792212910092
ec-earth3,HU,Durum wheat,precip,-0.0684659088066763
ipsl-cm6a-lr,HU,Durum wheat,precip,-0.0340926655490666
ec-earth3,IT,Durum wheat,precip,-0.0204225331996123
ipsl-cm6a-lr,IT,Durum wheat,precip,0.0272335882496413
ec-earth3,RO,Durum wheat,precip,-0.0382519057228827
ipsl-cm6a-lr,RO,Durum wheat,precip,-0.0295152356301136
ec-earth3,SK,Durum wheat,precip,-0.0518538133858456
ipsl-cm6a-lr,SK,Durum wheat,precip,-0.0218810353079291
ec-earth3,CZ,Spring barley,precip,-0.0533203914148875
ipsl-cm6a-lr,CZ,Spring barley,precip,-0.0589164721984081
ec-earth3,DE,Spring barley,precip,0.00594548400741044
ipsl-cm6a-lr,DE,Spring barley,precip,0.00280391548070602
ec-earth3,DK,Spring barley,precip,0.0827232579019857
ipsl-cm6a-lr,DK,Spring barley,precip,0.0854875127336979
ec-earth3,EE,Spring barley,precip,0.170935529898562
ipsl-cm6a-lr,EE,Spring barley,precip,0.0861432651803803
ec-earth3,ES,Spring barley,precip,-0.0434591328558353
ipsl-cm6a-lr,ES,Spring barley,precip,-0.0163344605118675
ec-earth3,FI,Spring barley,precip,0.155598887385959
ipsl-cm6a-lr,FI,Spring barley,precip,0.110332045730088
ec-earth3,FR,Spring barley,precip,0.00624922715631655
ipsl-cm6a-lr,FR,Spring barley,precip,-0.0232510619537829
ec-earth3,HU,Spring barley,precip,-0.0886193146574168
ipsl-cm6a-lr,HU,Spring barley,precip,-0.0457818142299819
ec-earth3,LT,Spring barley,precip,0.111891054709534
ipsl-cm6a-lr,LT,Spring barley,precip,0.0625396216867837
ec-earth3,LV,Spring barley,precip,0.14053286303051
ipsl-cm6a-lr,LV,Spring barley,precip,0.0832719102075667
ec-earth3,SE,Spring barley,precip,0.109998885826999
ipsl-cm6a-lr,SE,Spring barley,precip,0.0832397977612916
ec-earth3,SK,Spring barley,precip,-0.0726001502415199
ipsl-cm6a-lr,SK,Spring barley,precip,-0.0357432346223425
ec-earth3,CZ,Winter barley,precip,-0.0391169703983254
ipsl-cm6a-lr,CZ,Winter barley,precip,-0.0433233667498688
ec-earth3,DE,Winter barley,precip,0.00467975181728052
ipsl-cm6a-lr,DE,Winter barley,precip,0.00244042084357513
ec-earth3,DK,Winter barley,precip,0.0670019184458031
ipsl-cm6a-lr,DK,Winter barley,precip,0.0679013723679509
ec-earth3,EE,Winter barley,precip,0.131098224127748
ipsl-cm6a-lr,EE,Winter barley,precip,0.066084752925417
ec-earth3,EL,Winter barley,precip,0.00405214456922557
ipsl-cm6a-lr,EL,Winter barley,precip,0.0111822488959012
ec-earth3,ES,Winter barley,precip,-0.0325316607611913
ipsl-cm6a-lr,ES,Winter barley,precip,-0.0114931687532046
ec-earth3,FR,Winter barley,precip,0.00125007915247336
ipsl-cm6a-lr,FR,Winter barley,precip,-0.0203365899422659
ec-earth3,HU,Winter barley,precip,-0.0686701350936376
ipsl-cm6a-lr,HU,Winter barley,precip,-0.0349935929843566
ec-earth3,IT,Winter barley,precip,-0.0366735665073813
ipsl-cm6a-lr,IT,Winter barley,precip,0.0121258087209545
ec-earth3,LT,Winter barley,precip,0.0844441817342024
ipsl-cm6a-lr,LT,Winter barley,precip,0.046162561875152
ec-earth3,LV,Winter barley,precip,0.106911212522721
ipsl-cm6a-lr,LV,Winter barley,precip,0.064770965673922
ec-earth3,SE,Winter barley,precip,0.0780904305033345
ipsl-cm6a-lr,SE,Winter barley,precip,0.066762179258253
ec-earth3,SK,Winter barley,precip,-0.0593979267625599
ipsl-cm6a-lr,SK,Winter barley,precip,-0.0289366083011435
ec-earth3,CZ,Soft wheat,precip2,0.029277871149976
ipsl-cm6a-lr,CZ,Soft wheat,precip2,0.0318100827286243
ec-earth3,DE,Soft wheat,precip2,-0.00303117609058963
ipsl-cm6a-lr,DE,Soft wheat,precip2,0.000352817848096575
ec-earth3,DK,Soft wheat,precip2,-0.0377069835178701
ipsl-cm6a-lr,DK,Soft wheat,precip2,-0.039312373118352
ec-earth3,EE,Soft wheat,precip2,-0.0888370147216948
ipsl-cm6a-lr,EE,Soft wheat,precip2,-0.0372958704618695
ec-earth3,EL,Soft wheat,precip2,0.00226281949735166
ipsl-cm6a-lr,EL,Soft wheat,precip2,-0.000474838543724013
ec-earth3,ES,Soft wheat,precip2,0.01198381661372
ipsl-cm6a-lr,ES,Soft wheat,precip2,0.00317451439583341
ec-earth3,FI,Soft wheat,precip2,-0.0709747700846529
ipsl-cm6a-lr,FI,Soft wheat,precip2,-0.0495531056558042
ec-earth3,FR,Soft wheat,precip2,-0.00217560096177257
ipsl-cm6a-lr,FR,Soft wheat,precip2,0.016203950673638
ec-earth3,HU,Soft wheat,precip2,0.0375956659295059
ipsl-cm6a-lr,HU,Soft wheat,precip2,0.0197363927470435
ec-earth3,IT,Soft wheat,precip2,0.0310661344434934
ipsl-cm6a-lr,IT,Soft wheat,precip2,-0.00213997929643846
ec-earth3,LT,Soft wheat,precip2,-0.055727411853751
ipsl-cm6a-lr,LT,Soft wheat,precip2,-0.0279021085732567
ec-earth3,LV,Soft wheat,precip2,-0.0722240890200153
ipsl-cm6a-lr,LV,Soft wheat,precip2,-0.0390637404515489
ec-earth3,RO,Soft wheat,precip2,0.0200633252905144
ipsl-cm6a-lr,RO,Soft wheat,precip2,0.0158147494397991
ec-earth3,SE,Soft wheat,precip2,-0.0556562724261637
ipsl-cm6a-lr,SE,Soft wheat,precip2,-0.0390196729328776
ec-earth3,SK,Soft wheat,precip2,0.0419583318933645
ipsl-cm6a-lr,SK,Soft wheat,precip2,0.023015197988597
ec-earth3,EL,Durum wheat,precip2,0.00217901024153402
ipsl-cm6a-lr,EL,Durum wheat,precip2,-0.00119699822462597
ec-earth3,ES,Durum wheat,precip2,0.0127133648427569
ipsl-cm6a-lr,ES,Durum wheat,precip2,0.0090335973862949
ec-earth3,FR,Durum wheat,precip2,0.0230623328045169
ipsl-cm6a-lr,FR,Durum wheat,precip2,0.0216003774284015
ec-earth3,HU,Durum wheat,precip2,0.0368060693628762
ipsl-cm6a-lr,HU,Durum wheat,precip2,0.0189905264418877
ec-earth3,IT,Durum wheat,precip2,0.0117760828252217
ipsl-cm6a-lr,IT,Durum wheat,precip2,-0.0159959379389928
ec-earth3,RO,Durum wheat,precip2,0.0249549882148902
ipsl-cm6a-lr,RO,Durum wheat,precip2,0.0195596983549162
ec-earth3,SK,Durum wheat,precip2,0.0310236291477691
ipsl-cm6a-lr,SK,Durum wheat,precip2,0.0134893854776097
ec-earth3,CZ,Spring barley,precip2,0.0414485860413043
ipsl-cm6a-lr,CZ,Spring barley,precip2,0.0456090139346691
ec-earth3,DE,Spring barley,precip2,-0.00516887589049733
ipsl-cm6a-lr,DE,Spring barley,precip2,-0.00105842779926413
ec-earth3,DK,Spring barley,precip2,-0.0572518456436474
ipsl-cm6a-lr,DK,Spring barley,precip2,-0.0583765879301887
ec-earth3,EE,Spring barley,precip2,-0.122216817983946
ipsl-cm6a-lr,EE,Spring barley,precip2,-0.051812874097517
ec-earth3,ES,Spring barley,precip2,0.0216764351427815
